GL_Code,GL_Account,Desc_Status,Doc_Date,Year,Month_No,Month_Name,Period,Source,Reference,Narration,Debit,Credit,Net,Source_Account_Name
10000,Cash in Hand - Naira-1,Matched,2025-01-31,2025,1,January,2025-01,GL-JE,CASH-CIG2025010002,Epense reimbursment,1414729.99,0.0,1414729.99,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-01-31,2025,1,January,2025-01,GL-JE,PAY-CIG2025010126,Walfare fee,4611200.0,0.0,4611200.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-01-31,2025,1,January,2025-01,GL-JE,PAY-CIG2025010292,Condolence support,16600000.0,0.0,16600000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020035,BOI loan repayment for January 2025,62371553.36,0.0,62371553.36,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020036,BOI loan repayment for January 2025,33167083.13,0.0,33167083.13,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020037,BOI loan repayment for January 2025,123311348.38,0.0,123311348.38,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020038,BOI loan repayment for January 2025,87396365.21,0.0,87396365.21,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020398,January consultancy fee,0.0,80000000.0,-80000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020398,January consultancy fee(January 2024 allowance),0.0,19200000.0,-19200000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020035,BOI loan repayment for January 2025,0.0,62371553.36,-62371553.36,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020036,BOI loan repayment for January 2025,0.0,33167083.13,-33167083.13,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020037,BOI loan repayment for January 2025,0.0,123311348.38,-123311348.38,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020038,BOI loan repayment for January 2025,0.0,87396365.21,-87396365.21,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020398,January consultancy fee,80000000.0,0.0,80000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-02-28,2025,2,February,2025-02,GL-JE,PAY-CIG2025020398,January consultancy fee(January 2024 allowance),19200000.0,0.0,19200000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030075,BOI Loan repayment and interest charge for the month of Febr,32321156.8,0.0,32321156.8,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030087,BOI Loan principla payment and Interest Charge for Union Ba,84243648.16,0.0,84243648.16,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030088,BOI Loan principla payment and Interest Charge for Union Ba,120162319.37,0.0,120162319.37,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030086,BOI Loan principla payment and Interest Charge for Wema Ba,60916068.34,0.0,60916068.34,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030156,Consulatancy fee,0.0,75500000.0,-75500000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030315,Consultancy fee for Feb 2025 -CIG2025031821C,0.0,111740000.0,-111740000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-03-31,2025,3,March,2025-03,GL-JE,PAY-CIG2025030156,Consulatancy fee,0.0,57380000.0,-57380000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2025040043,BOI Loan repayment and interest charge for the month of Marc,62782702.1,0.0,62782702.1,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2205040045,BOI Loan repayment and interest charge for the month of Marc,32898116.0,0.0,32898116.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2205040048,BOI Loan repayment and interest charge for the month of Marc,94143713.93,0.0,94143713.93,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2025040047,BOI Loan repayment and interest charge for the month of Marc,124644649.67,0.0,124644649.67,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2025040043,BOI Loan repayment and interest charge for the month of Marc,0.0,62782702.1,-62782702.1,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2205040045,BOI Loan repayment and interest charge for the month of Marc,0.0,32898116.0,-32898116.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2205040048,BOI Loan repayment and interest charge for the month of Marc,0.0,94143713.93,-94143713.93,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-04-30,2025,4,April,2025-04,GL-JE,PAY-CIG2025040047,BOI Loan repayment and interest charge for the month of Marc,0.0,124644649.67,-124644649.67,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050068,BOI Loan repayment for Wema Bank,60687763.56,0.0,60687763.56,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050070,BOI Principal and interest repayment for Union Bank for the,119131940.2,0.0,119131940.2,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050067,BOI Principal and interest repayment for Globus Bank for the,31967275.5,0.0,31967275.5,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050069,BOI Interest and Principal repayement for Union Bank,85028597.22,0.0,85028597.22,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050161,"Buy Dollar $10,000 Cash From Mr Ifeanyi Rate @1,630",16300000.0,0.0,16300000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050228,Interest payment for access bank loan,339452054.79,0.0,339452054.79,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050083,Fidelity loan repayment for April 2025,38715068.5,0.0,38715068.5,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050256,Loan repayment for wema bank,447811906.0,0.0,447811906.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050263,Loan repayment for globus bank,106987026.0,0.0,106987026.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025040401,Loan repayment for globus-001412202404033,61375661.37,0.0,61375661.37,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,CASH-CIG2025050005,Africa CEO Forum expense Budget,0.0,124784160.0,-124784160.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050068,BOI Loan repayment for Wema Bank,0.0,60687763.56,-60687763.56,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050070,BOI Principal and interest repayment for Union Bank for the,0.0,119131940.2,-119131940.2,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050067,BOI Principal and interest repayment for Globus Bank for the,0.0,31967275.5,-31967275.5,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050069,BOI Interest and Principal repayement for Union Bank,0.0,85028597.22,-85028597.22,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050161,"Buy Dollar $10,000 Cash From Mr Ifeanyi Rate @1,630",0.0,16300000.0,-16300000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050256,Loan repayment for wema bank,0.0,447811906.0,-447811906.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050263,Loan repayment for globus bank,0.0,106987026.0,-106987026.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025040401,Loan repayment for globus-001412202404033,0.0,61375661.37,-61375661.37,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050228,Interest payment for access bank loan,0.0,339452054.79,-339452054.79,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,PAY-CIG2025050083,Fidelity loan repayment for April 2025,0.0,38715068.5,-38715068.5,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-05-31,2025,5,May,2025-05,GL-JE,CASH-CIG2025050005,Africa CEO Forum expense Budget,124784160.0,0.0,124784160.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025050579,Loan repayment fro Globus Bank,103647500.0,0.0,103647500.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060018,BOI Loan payment for the Month of May 2025 in Wema Bank,60545072.0,0.0,60545072.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060079,In House Transfer from CIG Motors Zenith Bank to Union Bank,19000000.0,0.0,19000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060078,In House Transfer from CIG Motors Access Bank to Union Bank,11000000.0,0.0,11000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060023,BOI Loan payment for the Month of May 2025 in Union Bank,85366225.89,0.0,85366225.89,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060020,BOI Loan payment for the Month of May 2025 in Union Bank,118429086.74,0.0,118429086.74,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060077,In House Transfer from CIG Motors Wema Bank to Union Bank (P,71000000.0,0.0,71000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060016,BOI Loan repayment for the Month of May 2025 in Globus Bank,31750380.73,0.0,31750380.73,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060008,Loan repayment for Fidelity bank,37773211.45,0.0,37773211.45,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060048,Loan repayment for wema bank,1500000000.0,0.0,1500000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025050618,Loan repayment for wema bank,661630902.07,0.0,661630902.07,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060089,Globus bank STF 031 Interest repayment fro April and May 202,42432466.0,0.0,42432466.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060010,Access Bank Loan repayment,350767123.29,0.0,350767123.29,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060284,Loan repayment for Polaris Bank in June 2025,28928368.0,0.0,28928368.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060286,Loan repayment for Globus Bank,103098628.26,0.0,103098628.26,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060307,Wema Bank Loan repayment for June 2025,492127826.0,0.0,492127826.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060387,BOI Late payment fee,93609.85,0.0,93609.85,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060388,BOI Late payment fee,129865.45,0.0,129865.45,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,CASH-CIG2025060094,Expenses paid by Mr. Lin and He Rong for Jubril's business t,0.0,478652.99,-478652.99,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,CASH-CIG2025060095,CIG fixed assets,0.0,999767.78,-999767.78,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025050579,Loan repayment fro Globus Bank,0.0,103647500.0,-103647500.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060018,BOI Loan payment for the Month of May 2025 in Wema Bank,0.0,60545072.0,-60545072.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060079,In House Transfer from CIG Motors Zenith Bank to Union Bank,0.0,19000000.0,-19000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060078,In House Transfer from CIG Motors Access Bank to Union Bank,0.0,11000000.0,-11000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060077,In House Transfer from CIG Motors Wema Bank to Union Bank (P,0.0,71000000.0,-71000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060023,BOI Loan payment for the Month of May 2025 in Union Bank,0.0,85366225.89,-85366225.89,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060020,BOI Loan payment for the Month of May 2025 in Union Bank,0.0,118429086.74,-118429086.74,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060016,BOI Loan repayment for the Month of May 2025 in Globus Bank,0.0,31750380.73,-31750380.73,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060048,Loan repayment for wema bank,0.0,1500000000.0,-1500000000.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025050618,Loan repayment for wema bank,0.0,661630902.07,-661630902.07,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060008,Loan repayment for Fidelity bank,0.0,37773211.45,-37773211.45,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060089,Globus bank STF 031 Interest repayment fro April and May 202,0.0,42432466.0,-42432466.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060010,Access Bank Loan repayment,0.0,350767123.29,-350767123.29,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060286,Loan repayment for Globus Bank,0.0,103098628.26,-103098628.26,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060284,Loan repayment for Polaris Bank in June 2025,0.0,28928368.0,-28928368.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060307,Wema Bank Loan repayment for June 2025,0.0,492127826.0,-492127826.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060387,BOI Late payment fee,0.0,93609.85,-93609.85,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,PAY-CIG2025060388,BOI Late payment fee,0.0,129865.45,-129865.45,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,CASH-CIG2025060094,Expenses paid by Mr. Lin and He Rong for Jubril's business t,478652.99,0.0,478652.99,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-06-30,2025,6,June,2025-06,GL-JE,CASH-CIG2025060095,CIG fixed assets,999767.78,0.0,999767.78,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070047,Access Bank 146B Loan repayment (Principal & Interest),1024742465.75,0.0,1024742465.75,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070044,Loan repayment for fedelity Bank(Principal & Interest),36969863.06,0.0,36969863.06,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070032,Union Bank BOI WC repayment in Union Bank (Principal Interes,119712675.53,0.0,119712675.53,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070034,Union Bank BOI TL repayment in Union Bank(Principal Interes,91390845.99,0.0,91390845.99,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025060441,Loan repayment for Wema Bank 3B (Principal & Interest),213818995.43,0.0,213818995.43,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070030,Globus Bank BOI Loan repayment In Globus Bank (Principal Int,31595319.65,0.0,31595319.65,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070035,"Wema BOI repayment for June 2025 (Principal, Interest& Monit",61017755.17,0.0,61017755.17,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070326,Accrued interest Income for June 2025,79073754.14,0.0,79073754.14,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025060423,Reimbursement to Chairman for VIP Guest Travel expenses and,0.0,3358385.0,-3358385.0,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,CASH-CIG2025070084,Reimbursement to Manyo for Expenes Wedged for Chairman,0.0,95291.47,-95291.47,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070047,Access Bank 146B Loan repayment (Principal & Interest),0.0,1024742465.75,-1024742465.75,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070044,Loan repayment for fedelity Bank(Principal & Interest),0.0,36969863.06,-36969863.06,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025060441,Loan repayment for Wema Bank 3B (Principal & Interest),0.0,213818995.43,-213818995.43,Cash in Hand - Naira-1
10000,Cash in Hand - Naira-1,Matched,2025-07-31,2025,7,July,2025-07,GL-JE,PAY-CIG2025070032,Union Bank BOI WC repayment in Union Bank (Principal Interes,0.0,119712675.53,-119712675.53,Cash in Hand - Naira-1
